"source","target","strength"
1101053,1101053,248674.35
1101053,1101054,14456.67
1101053,1101055,25918.11
1101053,1101056,11320.67
1101053,1101057,7941.92
1101053,1101058,22796.44
1101053,1101060,9632.27
1101053,1101061,122213.4
1101053,1101063,4552.94
1101053,1101064,7402.07
1101053,1101067,1232.34
1101053,1101068,1577.69
1101053,1101069,604.43
1101053,1101070,1081.21
1101053,1101071,2072.05
1101053,1101072,79433.98
1101053,1101073,5869.14
1101053,1102052,49761.3
1101053,1102054,14472.61
1101053,1102055,42882.15
1101053,1102057,3193.08
1101053,1102058,1974.77
1101053,1102059,4678.3
1101053,1102060,6072.14
1101053,1102065,679.69
1101053,1102067,1575.99
1101053,1102068,3351.21
1101053,1102069,2880.24
1101053,1102070,1714.72
1101053,1102071,2160.53
1101053,1102072,1082.09
1101053,1102073,1172
1101053,1103051,1955.19
1101053,1103052,1897.65
1101053,1103053,3459.34
1101053,1103057,2241.85
1101053,1103058,1073.43
1101053,1103059,1247.14
1101053,1103063,5673.06
1101053,1103064,479.56
1101053,1103065,1749.43
1101053,1103066,2522.19
1101053,1103069,3974.62
1101053,1103070,1026.93
1101053,1103071,3505.51
1101053,1103072,3218.68
1101053,1103073,8238.64
1101053,1103074,6693.17
1101053,1104052,837.36
1101053,1104054,1604.79
1101053,1104055,1132.99
1101053,1104056,2080.65
1101053,1104057,2024.49
1101053,1104058,896.62
1101053,1104059,1241.68
1101053,1104062,1113.33
1101053,1104065,951.14
1101053,1104066,1446.79
1101053,1104067,724.57
1101053,1104068,1522.87
1101053,1104069,334.8
1101053,1104070,984.87
1101053,1104071,2509.33
1101053,1104072,2152.81
1101053,1104073,3397.99
1101053,1105053,1301.9
1101053,1105054,641.9
1101053,1105055,584.93
1101053,1105056,810.29
1101053,1105057,591.35
1101053,1105058,1056.54
1101053,1105059,1029.14
1101053,1105060,1225.25
1101053,1105061,1226.39
1101053,1105062,1126.89
1101053,1105063,2248.54
1101053,1105064,1057.94
1101053,1105065,956.45
1101053,1105066,1305.63
1101053,1105067,800.93
1101053,1106071,965.19
1101053,1106072,1128.08
1101053,1106073,691.46
1101053,1106080,1600.54
1101053,1106081,3935.29
1101053,1106082,2789.75
1101053,1106083,2630.34
1101053,1106084,684.08
1101053,1106086,1387.08
1101053,1106087,1716.24
1101053,1106088,1220.02
1101053,1106089,1400.53
1101053,1106090,865.39
1101053,1106091,2139.92
1101053,1107052,732.58
1101053,1107054,672.06
1101053,1107055,288.96
1101053,1107057,911.95
1101053,1107059,983.58
1101053,1107060,1111.44
1101053,1107061,478.45
1101053,1107062,1175.94
