"source","target","strength"
1101053,1101053,209155.12
1101053,1101054,13619.07
1101053,1101055,24547.67
1101053,1101056,13231.23
1101053,1101057,8887.71
1101053,1101058,22836.53
1101053,1101060,11050.58
1101053,1101061,107296.08
1101053,1101063,4415.37
1101053,1101064,8471.54
1101053,1101067,1797.86
1101053,1101068,1535.52
1101053,1101069,662
1101053,1101070,900.11
1101053,1101071,1944.65
1101053,1101072,83678.0200000001
1101053,1101073,7278.6
1101053,1102052,46954.32
1101053,1102054,12737.11
1101053,1102055,43050.95
1101053,1102057,3460.47
1101053,1102058,2435.54
1101053,1102059,3842.52
1101053,1102060,4592.32
1101053,1102065,700.58
1101053,1102067,1613.62
1101053,1102068,3282.61
1101053,1102069,1972.61
1101053,1102070,1875.09
1101053,1102071,1723.38
1101053,1102072,1785.78
1101053,1102073,788.06
1101053,1103051,2278.12
1101053,1103052,1594.67
1101053,1103053,4310.22
1101053,1103057,1831.01
1101053,1103058,870.75
1101053,1103059,1219.43
1101053,1103063,3986.39
1101053,1103064,469.86
1101053,1103065,1874.93
1101053,1103066,2562.07
1101053,1103069,4268.36
1101053,1103070,1167.37
1101053,1103071,3324.59
1101053,1103072,3357.86
1101053,1103073,9116.99
1101053,1103074,6472.32
1101053,1104052,846.83
1101053,1104054,1492.9
1101053,1104055,1429.96
1101053,1104056,1775.18
1101053,1104057,2061.05
1101053,1104058,735.16
1101053,1104059,1278.81
1101053,1104062,1307.64
1101053,1104065,1049.36
1101053,1104066,983.96
1101053,1104067,1066.23
1101053,1104068,1652.83
1101053,1104069,397.38
1101053,1104070,1062.18
1101053,1104071,2804.49
1101053,1104072,1875.51
1101053,1104073,2784.81
1101053,1105053,1680.76
1101053,1105054,802.39
1101053,1105055,428.99
1101053,1105056,720.93
1101053,1105057,367.83
1101053,1105058,838.16
1101053,1105059,749.97
1101053,1105060,963.65
1101053,1105061,1263.91
1101053,1105062,1397.58
1101053,1105063,1983.1
1101053,1105064,764.5
1101053,1105065,856.27
1101053,1105066,1428.29
1101053,1105067,726.45
1101053,1106071,1096.3
1101053,1106072,1298.52
1101053,1106073,728.83
1101053,1106080,1217.15
1101053,1106081,4232.9
1101053,1106082,2818.31
1101053,1106083,2177.75
1101053,1106084,512.15
1101053,1106086,870.81
1101053,1106087,1765.34
1101053,1106088,1655.55
1101053,1106089,1602.25
1101053,1106090,922.16
1101053,1106091,2227.75
1101053,1107052,641.29
1101053,1107054,457.86
