"source","target","strength"
1101053,1101053,190857.87
1101053,1101054,9384.22
1101053,1101055,18630.19
1101053,1101056,7905.87
1101053,1101057,6376.44
1101053,1101058,17969.81
1101053,1101060,6624.89
1101053,1101061,83265.2
1101053,1101063,2993.05
1101053,1101064,6188.05
1101053,1101067,627.38
1101053,1101068,910.23
1101053,1101069,394.67
1101053,1101070,843.68
1101053,1101071,1705.36
1101053,1101072,55377.41
1101053,1101073,4768.79
1101053,1102052,34670.4
1101053,1102054,8571.16
1101053,1102055,30894.15
1101053,1102057,2408.46
1101053,1102058,1326.66
1101053,1102059,3240.81
1101053,1102060,3780.39
1101053,1102065,506.38
1101053,1102067,1369.55
1101053,1102068,2726.33
1101053,1102069,2040.35
1101053,1102070,1647.97
1101053,1102071,1273.39
1101053,1102072,1120.75
1101053,1102073,829.17
1101053,1103051,1550.21
1101053,1103052,1574.19
1101053,1103053,2940.68
1101053,1103057,1871.52
1101053,1103058,896.85
1101053,1103059,848.54
1101053,1103063,3937.42
1101053,1103064,349.61
1101053,1103065,1619.65
1101053,1103066,2361.05
1101053,1103069,2556.35
1101053,1103070,737.48
1101053,1103071,2800.86
1101053,1103072,2644.66
1101053,1103073,6112.18
1101053,1103074,5669.92
1101053,1104052,539.2
1101053,1104054,1171.66
1101053,1104055,869.92
1101053,1104056,1436.68
1101053,1104057,1630.7
1101053,1104058,775.87
1101053,1104059,866.57
1101053,1104062,845.62
1101053,1104065,866.27
1101053,1104066,1196.86
1101053,1104067,828.29
1101053,1104068,1580.57
1101053,1104069,308.1
1101053,1104070,711.3
1101053,1104071,2141.94
1101053,1104072,2004.01
1101053,1104073,2464.46
1101053,1105053,1065.89
1101053,1105054,611.04
1101053,1105055,582.59
1101053,1105056,635.99
1101053,1105057,639.05
1101053,1105058,815.02
1101053,1105059,777.61
1101053,1105060,676.78
1101053,1105061,1210.46
1101053,1105062,852.52
1101053,1105063,1765.61
1101053,1105064,925.45
1101053,1105065,1032.02
1101053,1105066,1075.42
1101053,1105067,518.84
1101053,1106071,743.09
1101053,1106072,862.99
1101053,1106073,527.26
1101053,1106080,1394.23
1101053,1106081,3248.14
1101053,1106082,2607.12
1101053,1106083,2192.27
1101053,1106084,569.8
1101053,1106086,1176.59
1101053,1106087,1413.98
1101053,1106088,1132.66
1101053,1106089,1121.08
1101053,1106090,719.9
1101053,1106091,1790.74
1101053,1107052,571.34
1101053,1107054,607.96
1101053,1107055,255.19
1101053,1107057,725.55
1101053,1107059,905.58
1101053,1107060,1048.54
1101053,1107061,417.6
1101053,1107062,1107.61
1101053,1107064,1011.68
1101053,1107065,486.01
1101053,1107068,237.95
1101053,1107069,1182.67
1101053,1107070,285.61
1101053,1107071,762.35
1101053,1107072,471.95
1101053,1107073,867.12
1101053,1108058,985.46
1101053,1108059,1488.63
1101053,1108060,1972.73
1101053,1108061,2022.39
1101053,1108062,1242.44
1101053,1108063,2529.15
1101053,1108064,1627.48
1101053,1108065,2346.94
1101053,1108066,2821.54
1101053,1108068,1082.36
1101053,1108071,1043.61
1101053,1108072,1188.59
1101053,1108076,804.75
1101053,1108077,692.46
1101053,1108078,440.89
1101053,1108081,10066.51
1101053,1108082,2833.68
1101053,1108083,3348.95
1101053,1108084,2250.24
1101053,1108085,1396.23
1101053,1109060,1501.32
1101053,1109061,719.05
1101053,1109062,519.63
1101053,1109063,998.09
1101053,1109064,1053.19
1101053,1109065,1382.55
1101053,1109069,1240.69
1101053,1109070,1126.94
1101053,1109071,2200.26
1101053,1109072,1749.97
1101053,1109073,1837.88
1101053,1109074,1428.43
1101053,1109075,1449.99
1101053,1110051,1131.06
1101053,1110052,757.37
1101053,1110053,659.6
1101053,1110054,788.23
1101053,1110055,843.9
1101053,1110056,210.88
1101053,1110057,672.78
1101053,1110059,999.61
1101053,1110060,1129.51
1101053,1110061,334.09
1101053,1110062,1363.08
1101053,1110063,1143.55
1101053,1110064,547.79
1101053,1110065,442.06
1101053,1111051,1082.56
1101053,1111052,697.26
1101053,1111053,1400.73
1101053,1111056,1444.33
1101053,1111058,1375.93
1101053,1111059,243.56
1101053,1111060,698.67
1101053,1111061,844.68
1101053,1111064,472.93
1101053,1111065,1087.59
1101053,1111066,1032.47
1101053,1111069,460.97
1101053,1111072,1011.89
1101053,1111073,748.48
1101053,1111074,459.21
1101053,1111076,596.71
1101053,1111077,1383.88
1101053,1111078,758.61
1101053,1111079,1231.75
1101053,1112051,8353.33
1101053,1112052,6197.57
1101053,1112055,4523.94
1101053,1112056,2174.44
1101053,1112057,2713.96
1101053,1112058,6400.87
1101053,1112059,2929.76
1101053,1112060,1887.51
1101053,1112065,2138.75
1101053,1112066,1349.47
1101053,1112067,1103.91
1101053,1112068,773.9
1101053,1112071,9774.46
1101053,1112072,3045.73
1101053,1112073,2135.6
1101053,1112074,3044.15
1101053,1113052,11059.23
1101053,1113062,9598.59
1101053,1113064,4429.66
1101053,1113065,2939.92
1101053,1113066,4338.36
1101053,1113068,4998.37
1101053,1113069,1458.76
1101053,1113070,2208.93
1101053,1113071,1339.1
1101053,1113072,2767.58
1101053,1113073,26290.22
1101053,1113074,30848.42
1101053,1113075,11026.5
1101053,1113076,5829.83
1101053,1114059,4270.29
1101053,1114060,2332.19
1101053,1114061,1405.46
1101053,1114063,2640.14
1101053,1114066,8060.86
1101053,1114068,1569.44
1101053,1114069,1036.25
1101053,1114070,1465.83
1101053,1114071,1626.47
1101053,1114072,1735.4
1101053,1114073,3622.52
1101053,1114074,4084.52
1101053,1114075,3829.44
1101053,1114076,2979.88
1101053,1114077,9004.67
1101053,1114078,5703.36
1101053,1115051,2542.24
1101053,1115052,1184.19
1101053,1115053,413.65
1101053,1115054,961.99
1101053,1115057,239.12
1101053,1115058,336.15
1101053,1115059,189.22
1101053,1115060,247.49
1101053,1115061,314.17
1101053,1115062,207.52
1101053,1115063,814.4
1101053,1115064,605.5
1101053,1115065,757.85
1101053,1115066,1308.03
1101053,1115069,902.4
1101053,1115070,1043.17
1101053,1115071,1710.33
1101053,1115072,2366.7
1101053,1116051,1574.51
1101053,1116052,783.72
1101053,1116053,832.59
1101053,1116054,1649.41
1101053,1116055,1514.97
1101053,1116057,368.7
1101053,1116058,770.58
1101053,1116059,402.22
1101053,1116061,845.37
1101053,1116063,1723.08
1101053,1116064,1417.87
1101053,1116065,1004.66
1101053,1116066,564.11
1101053,1116067,1070.75
1101053,1116069,1171.16
1101053,1116070,988.67
1101053,1116071,914.35
1101053,1116072,832.56
1101053,1116073,1696.83
1101053,1116074,1492.92
1101053,1117051,1368.79
1101053,1117052,541.14
1101053,1117054,1531.71
1101053,1117055,310.69
1101053,1117056,1251.65
1101053,1117061,618.71
1101053,1117062,248.16
1101053,1117064,533.5
1101053,1117065,286.53
1101053,1117067,492.28
1101053,1117068,1671.37
1101053,1117069,693.32
1101053,1117070,69.46
1101053,1117071,679.62
1101053,1117072,1132.97
1101053,1118051,1218.89
1101053,1118052,853.71
1101053,1118053,153.47
1101053,1118054,336.2
1101053,1118055,270.95
1101053,1118057,575.53
1101053,1118058,255.01
1101053,1118059,223.12
1101053,1118060,157.39
1101053,1118061,163.66
1101053,1119054,12281.74
1101053,1119055,2492.17
1101053,1119056,2255.3
1101053,1119061,1844.89
1101053,1119062,1599.57
1101053,1119063,1054.87
1101053,1119065,290.07
1101053,1119066,298.73
1101053,1119067,71.27
1101053,1119068,433.2
1101053,1119069,371.27
1101053,1119070,482.93
1101053,1119071,455.5
1101053,1119072,960.69
1101053,1119073,1509.35
1101053,1119074,3097.71
1101053,1119075,726.5
1101053,1119076,1638.09
1101053,1120052,608.48
1101053,1120053,1812.76
1101053,1120054,794.23
1101053,1120055,334.37
1101053,1120056,624.67
1101053,1120063,930.86
1101053,1120065,591.05
1101053,1120066,372.39
1101053,1120067,400.75
1101053,1120068,1481.85
1101053,1120069,714.17
1101053,1120070,607.16
1101053,1120071,1380.94
1101053,1120072,1650.19
1101053,1120073,1392.09
1101053,1121052,572.84
1101053,1121054,299.43
1101053,1121057,1033.47
1101053,1121058,705.15
1101053,1121061,279.89
1101053,1121062,670.62
1101053,1121063,832.62
1101053,1121064,450.38
1101053,1121065,290.74
1101053,1121066,378.87
1101053,1121068,562.16
1101053,1121069,705.4
1101053,1121071,230.81
1101053,1121072,704.09
1101053,1121073,859.63
1101053,1121078,626.76
1101053,1121079,539.91
1101053,1121080,1255.63
1101053,1121081,317.83
1101053,1121082,385.13
1101053,1121083,737.37
1101053,1122051,2066.78
1101053,1122052,2210.3
1101053,1122053,5310.38
1101053,1122054,2534.87
1101053,1122055,2548.13
1101053,1122056,644.84
1101053,1122057,2305.42
1101053,1122058,1180.38
1101053,1122059,1220.33
1101053,1122060,2974.13
1101053,1122061,863.86
1101053,1122062,576.37
1101053,1122063,767.25
1101053,1122064,531.51
1101053,1122065,2119.17
1101053,1122066,2171.89
1101053,1122067,1593.28
1101053,1122068,1023.65
1101053,1123051,3654.19
1101053,1123052,2697.34
1101053,1123053,2844.24
1101053,1123058,2055.52
1101053,1123059,1839.82
1101053,1123060,1497.55
1101053,1123063,1265.89
1101053,1123064,5996.41
1101053,1123065,1911.71
1101053,1123066,1679.88
1101053,1123067,1429.89
1101053,1123068,330.04
1101053,1123071,448.92
1101053,1123072,967.55
1101053,1123073,327.63
1101053,1123074,408.32
1101053,1123075,528.88
1101053,1123076,1265.78
1101053,1123077,4034.97
1101053,1123078,2668.69
1101053,1123079,2350.76
1101053,1123080,833.72
1101053,1124051,515.98
1101053,1124052,1074.22
1101053,1124053,209.23
1101053,1124054,401.95
1101053,1124055,210.85
1101053,1124056,131.27
1101053,1124057,705.3
1101053,1124058,1161.9
1101053,1124059,932.86
1101053,1124060,1098.46
1101053,1124061,786.92
1101053,1124062,625.49
1101053,1124063,685.24
1101053,1124064,672.66
1101053,1124065,759.3
1101053,1124066,899.25
1101053,1124067,1038.4
1101053,1124068,361.6
1101053,1124069,1357.55
1101053,1124071,1223.42
1101053,1124075,608.57
1101053,1124077,1134.54
1101053,1124078,244.24
1101053,1124079,723.37
1101053,1124080,1830.99
1101053,1124081,460.99
1101053,1124082,748.99
1101053,1125051,711.97
1101053,1125052,639.95
1101053,1125053,993.39
1101053,1125054,473.77
1101053,1125055,491.68
1101053,1125056,238.86
1101053,1125058,459.4
1101053,1125059,291.79
1101053,1125061,1207.38
1101053,1125063,761.06
1101053,1125065,478.93
1101053,1125066,735.64
1101053,1125067,675.11
1101053,1125070,64.17
1101053,1125071,654.73
1101053,1125072,626.41
1101053,1125073,720.39
1101053,1125074,1120.25
1101054,1101053,9504.39
1101054,1101054,14758.06
1101054,1101055,3155.72
1101054,1101056,1191.74
1101054,1101057,516.73
1101054,1101058,1278.86
1101054,1101060,13677.97
1101054,1101061,33817.44
1101054,1101063,1147.37
1101054,1101064,3143.92
1101054,1101067,140.07
1101054,1101068,178.09
1101054,1101069,57.72
1101054,1101070,121.51
1101054,1101071,428.42
