"source","target","strength"
1101053,1101053,268759.81
1101053,1101054,14921.59
1101053,1101055,25836.75
1101053,1101056,11797.43
1101053,1101057,8294.52
1101053,1101058,24030.57
1101053,1101060,10087.96
1101053,1101061,125328.31
1101053,1101063,4444.11
1101053,1101064,8187.18
1101053,1101067,1727.37
1101053,1101068,1152.06
1101053,1101069,569.44
1101053,1101070,1067.26
1101053,1101071,1858.58
1101053,1101072,83248.4000000001
1101053,1101073,6836.4
1101053,1102052,55749.29
1101053,1102054,14626.4
1101053,1102055,43932.63
1101053,1102057,3407.25
1101053,1102058,2761.86
1101053,1102059,4519.26
1101053,1102060,5806.54
1101053,1102065,721.66
1101053,1102067,1481.92
1101053,1102068,3952.3
1101053,1102069,3011.56
1101053,1102070,1818.86
1101053,1102071,1594.53
1101053,1102072,1589.88
1101053,1102073,1065.3
1101053,1103051,1873.16
1101053,1103052,2013.87
1101053,1103053,4051.06
1101053,1103057,2873.82
1101053,1103058,1113.95
1101053,1103059,1152.51
1101053,1103063,5252.99
1101053,1103064,385.38
1101053,1103065,1995.2
1101053,1103066,2505.08
1101053,1103069,3821.76
1101053,1103070,1110.23
1101053,1103071,3426.73
1101053,1103072,3295.26
1101053,1103073,10576.33
1101053,1103074,7654.25
1101053,1104052,688.06
1101053,1104054,1760.09
1101053,1104055,1490.89
1101053,1104056,1542.88
1101053,1104057,2179.84
1101053,1104058,1040.28
1101053,1104059,1497.36
1101053,1104062,1615.14
1101053,1104065,979.82
1101053,1104066,1593.65
1101053,1104067,741.83
1101053,1104068,1979.09
1101053,1104069,318.47
1101053,1104070,1278.56
1101053,1104071,3007.47
1101053,1104072,2407.65
1101053,1104073,3646.97
1101053,1105053,1310.1
1101053,1105054,837.92
1101053,1105055,537.98
1101053,1105056,1132.17
1101053,1105057,508.95
1101053,1105058,1105.99
1101053,1105059,882.58
1101053,1105060,1059.73
1101053,1105061,1136.54
1101053,1105062,1778.34
1101053,1105063,2468.76
1101053,1105064,919.71
1101053,1105065,700.55
1101053,1105066,1286.39
