"source","target","strength"
1101053,1101053,373758.43
1101053,1101054,20990.85
1101053,1101055,31789.49
1101053,1101056,16325.36
1101053,1101057,12348.31
1101053,1101058,30791.54
1101053,1101060,14668.33
1101053,1101061,185908.53
1101053,1101063,6688.94
1101053,1101064,12831.44
1101053,1101067,2762.93
1101053,1101068,2080.71
1101053,1101069,926.41
1101053,1101070,1537.4
1101053,1101071,2951.31
1101053,1101072,147139.77
1101053,1101073,11973.29
1101053,1102052,76201.26
1101053,1102054,20838.08
1101053,1102055,71538.86
1101053,1102057,6614.3
1101053,1102058,4463.04
1101053,1102059,7808.18
1101053,1102060,7529.36
1101053,1102065,1027.86
1101053,1102067,2431.92
1101053,1102068,4479.84
1101053,1102069,3278.38
1101053,1102070,2345.08
1101053,1102071,2535.4
1101053,1102072,2080.68
1101053,1102073,1219.05
1101053,1103051,3326.36
1101053,1103052,3246.14
1101053,1103053,6587.1
1101053,1103057,2575.35
1101053,1103058,1349.69
1101053,1103059,1701.26
1101053,1103063,4956.83
1101053,1103064,549.6
1101053,1103065,3049.57
1101053,1103066,4105.05
1101053,1103069,5056.32
1101053,1103070,1551.95
1101053,1103071,4827.25
1101053,1103072,4195.98
1101053,1103073,14285.96
1101053,1103074,8723.92
1101053,1104052,998.19
1101053,1104054,2470.42
1101053,1104055,1969.16
1101053,1104056,2527.71
1101053,1104057,2869.26
1101053,1104058,1091.33
1101053,1104059,2283.6
1101053,1104062,1608.45
1101053,1104065,1491.02
1101053,1104066,1638.93
1101053,1104067,1073.81
1101053,1104068,2298.7
1101053,1104069,619.79
1101053,1104070,1509.9
1101053,1104071,4140.53
1101053,1104072,2408.21
1101053,1104073,3934.32
1101053,1105053,2767.46
1101053,1105054,1273.98
1101053,1105055,927.54
1101053,1105056,1389.18
1101053,1105057,763.03
1101053,1105058,1395.87
1101053,1105059,1716.61
1101053,1105060,1466.09
1101053,1105061,1673.3
1101053,1105062,2239.04
1101053,1105063,3152.52
1101053,1105064,935.04
1101053,1105065,1593.81
1101053,1105066,1994.04
1101053,1105067,1632.05
1101053,1106071,1917.17
1101053,1106072,2523.53
1101053,1106073,1516.79
1101053,1106080,1691.48
1101053,1106081,4882.06
1101053,1106082,4306.2
1101053,1106083,3361.55
1101053,1106084,1262.84
1101053,1106086,1347.39
1101053,1106087,2540.6
1101053,1106088,2425.17
1101053,1106089,3184.34
1101053,1106090,1478.77
1101053,1106091,3102.88
1101053,1107052,1052.37
1101053,1107054,524.02
1101053,1107055,520.37
1101053,1107057,1082.28
1101053,1107059,547.86
1101053,1107060,1661.6
1101053,1107061,634.26
1101053,1107062,1229.75
1101053,1107064,1289.18
1101053,1107065,894.71
1101053,1107068,509.77
1101053,1107069,1834.88
1101053,1107070,934.4
1101053,1107071,1538.58
1101053,1107072,1015.33
1101053,1107073,1923.61
1101053,1108058,1875.58
1101053,1108059,2250.69
1101053,1108060,3445.92
1101053,1108061,2940.98
1101053,1108062,1982.21
1101053,1108063,3407.67
1101053,1108064,3024.3
1101053,1108065,3345.11
1101053,1108066,4419.9
1101053,1108068,2645.24
1101053,1108071,2314.33
1101053,1108072,2070.51
1101053,1108076,1592.17
1101053,1108077,1019.76
1101053,1108078,657.2
1101053,1108081,13072.6
1101053,1108082,5688.36
1101053,1108083,5781.45
1101053,1108084,3465.33
1101053,1108085,1890.54
1101053,1109060,1188.18
1101053,1109061,884.2
1101053,1109062,798.87
1101053,1109063,1282.66
1101053,1109064,1433.1
1101053,1109065,1832.36
1101053,1109069,2054.53
1101053,1109070,2078.62
1101053,1109071,3095.05
1101053,1109072,3888.3
1101053,1109073,2396.8
1101053,1109074,1604.56
1101053,1109075,1960.07
1101053,1110051,1276.51
1101053,1110052,1410.24
1101053,1110053,1187.6
1101053,1110054,1118.46
1101053,1110055,1272.44
1101053,1110056,467.25
1101053,1110057,1533.58
1101053,1110059,1464.93
1101053,1110060,2017.88
1101053,1110061,330.14
1101053,1110062,2294.14
1101053,1110063,1641.33
1101053,1110064,1091.74
1101053,1110065,744.63
1101053,1111051,2497.43
1101053,1111052,1146.53
1101053,1111053,1477.33
1101053,1111056,2059.73
1101053,1111058,2043.01
1101053,1111059,730.88
1101053,1111060,1108.92
1101053,1111061,1137.55
1101053,1111064,833.27
1101053,1111065,1851.51
1101053,1111066,2031.26
1101053,1111069,821.51
1101053,1111072,1740.18
1101053,1111073,1207.74
1101053,1111074,428.62
1101053,1111076,797.93
1101053,1111077,2222.72
1101053,1111078,1378.02
1101053,1111079,2325.48
1101053,1112051,11115.49
1101053,1112052,8808.51
1101053,1112055,5336.25
1101053,1112056,3045.98
1101053,1112057,3148.18
1101053,1112058,10309.91
1101053,1112059,6207.3
1101053,1112060,3360.65
1101053,1112065,3865.79
1101053,1112066,1605.55
1101053,1112067,1470.57
1101053,1112068,1379.4
1101053,1112071,14368.44
1101053,1112072,4425.2
1101053,1112073,2077.1
1101053,1112074,4484.72
1101053,1113052,20715.08
1101053,1113062,13067.1
1101053,1113064,8488.37
1101053,1113065,7201.3
1101053,1113066,6938.89
1101053,1113068,6530.91
1101053,1113069,1559.74
1101053,1113070,3848.95
1101053,1113071,2213
1101053,1113072,4854.23
1101053,1113073,45393.09
1101053,1113074,46538.01
1101053,1113075,22643.18
1101053,1113076,10544.91
1101053,1114059,5329.21
1101053,1114060,5287.95
1101053,1114061,4196.26
1101053,1114063,2724.89
1101053,1114066,15198.45
1101053,1114068,2388.12
1101053,1114069,2624.85
1101053,1114070,1889.56
1101053,1114071,2501.47
1101053,1114072,3026.64
1101053,1114073,5573.77
1101053,1114074,6295.84
1101053,1114075,5088.5
1101053,1114076,4438.42
1101053,1114077,12614.48
1101053,1114078,6677.37
1101053,1115051,3546.78
1101053,1115052,2363.92
1101053,1115053,727.01
1101053,1115054,1698.33
1101053,1115057,652.03
1101053,1115058,537.58
1101053,1115059,511.27
1101053,1115060,373.38
1101053,1115061,557.68
1101053,1115062,319.41
1101053,1115063,685.31
1101053,1115064,748.32
1101053,1115065,1197.18
1101053,1115066,2602.94
1101053,1115069,1824.24
1101053,1115070,1854
1101053,1115071,2913.67
1101053,1115072,3404.04
1101053,1116051,3094.43
1101053,1116052,1536.92
1101053,1116053,1208.67
1101053,1116054,3288.66
1101053,1116055,1984.62
1101053,1116057,704.24
1101053,1116058,1205.82
1101053,1116059,1054.32
1101053,1116061,1537.84
1101053,1116063,3065.8
1101053,1116064,3146.83
1101053,1116065,1681.35
1101053,1116066,1013.36
1101053,1116067,2059.07
1101053,1116069,2557.22
1101053,1116070,1727.03
1101053,1116071,1301.65
1101053,1116072,1465.81
1101053,1116073,2890.67
1101053,1116074,2083.02
1101053,1117051,2809.59
1101053,1117052,1030.22
1101053,1117054,1957.73
1101053,1117055,1014
1101053,1117056,2023.01
1101053,1117061,1241.49
1101053,1117062,567.52
1101053,1117064,1035.42
1101053,1117065,555.47
1101053,1117067,612.28
1101053,1117068,2428.95
1101053,1117069,944.54
1101053,1117070,227.19
1101053,1117071,1257.11
1101053,1117072,1254.88
1101053,1118051,2096.33
1101053,1118052,1552.32
1101053,1118053,352.57
1101053,1118054,470.9
1101053,1118055,441.32
1101053,1118057,817.15
1101053,1118058,608.91
1101053,1118059,486.13
1101053,1118060,490.4
1101053,1118061,210.98
1101053,1119054,24956.98
1101053,1119055,3195.69
1101053,1119056,3560.31
1101053,1119061,2305.31
1101053,1119062,2314.91
1101053,1119063,1714.42
1101053,1119065,624.26
1101053,1119066,677.43
1101053,1119067,566.71
1101053,1119068,1202.6
1101053,1119069,698.62
1101053,1119070,570.07
1101053,1119071,1282.94
1101053,1119072,1740.51
1101053,1119073,2063.79
1101053,1119074,6632.92
1101053,1119075,1463.24
1101053,1119076,3054.55
1101053,1120052,1437.09
1101053,1120053,3141.27
1101053,1120054,1202.95
1101053,1120055,668
1101053,1120056,1285.28
1101053,1120063,1665.18
1101053,1120065,1002.3
1101053,1120066,827.94
1101053,1120067,673.52
1101053,1120068,2058.76
1101053,1120069,1081.32
1101053,1120070,1609.09
1101053,1120071,2556.87
1101053,1120072,2720.15
1101053,1120073,2790.58
1101053,1121052,890.85
1101053,1121054,1040.66
1101053,1121057,1231.05
1101053,1121058,1459.48
1101053,1121061,690.78
1101053,1121062,1156.53
1101053,1121063,1395.36
1101053,1121064,1206.51
1101053,1121065,410.68
1101053,1121066,721.03
1101053,1121068,656.62
1101053,1121069,1268.42
1101053,1121071,346.06
1101053,1121072,954.2
1101053,1121073,2196.71
1101053,1121078,1376.89
1101053,1121079,1352.46
1101053,1121080,1911.44
1101053,1121081,439.72
1101053,1121082,840.29
1101053,1121083,1026.88
1101053,1122051,3554.87
1101053,1122052,4364.89
1101053,1122053,8975.75
1101053,1122054,4187.65
1101053,1122055,3960.95
1101053,1122056,203.9
1101053,1122057,3447.39
1101053,1122058,2422.62
1101053,1122059,2443.86
1101053,1122060,7932.21
1101053,1122061,1438.41
1101053,1122062,1527.94
1101053,1122063,1210.32
1101053,1122064,1075.17
1101053,1122065,2804.75
1101053,1122066,3104.08
1101053,1122067,2361.21
1101053,1122068,1417.69
1101053,1123051,6047.49
1101053,1123052,3933.14
1101053,1123053,4472.33
1101053,1123058,5168.48
1101053,1123059,2462.95
1101053,1123060,3145.71
1101053,1123063,2416.86
1101053,1123064,8872.18
1101053,1123065,2764.2
1101053,1123066,3115.99
1101053,1123067,2867.25
1101053,1123068,848.04
1101053,1123071,1056.55
1101053,1123072,1664.66
1101053,1123073,656.55
1101053,1123074,970.05
1101053,1123075,999.46
1101053,1123076,1961.45
1101053,1123077,7512.54
1101053,1123078,4290.51
1101053,1123079,3776.99
1101053,1123080,1877.76
1101053,1124051,633.78
1101053,1124052,1772.1
1101053,1124053,542.79
1101053,1124054,855.83
1101053,1124055,233.59
1101053,1124056,358.77
1101053,1124057,1269.04
1101053,1124058,1601.07
1101053,1124059,1205.45
1101053,1124060,1623.13
1101053,1124061,1054.46
1101053,1124062,749.43
1101053,1124063,1375.64
1101053,1124064,1198.47
1101053,1124065,1720.15
1101053,1124066,1495.09
1101053,1124067,1203.94
1101053,1124068,663.25
1101053,1124069,1822.81
1101053,1124071,2212.57
1101053,1124075,1432.28
1101053,1124077,4089.44
1101053,1124078,866.58
