"source","target","strength"
1101053,1101053,269264.49
1101053,1101054,15146.98
1101053,1101055,26786.16
1101053,1101056,11613.55
1101053,1101057,9171.54
1101053,1101058,24264.46
1101053,1101060,10177.16
1101053,1101061,126550.47
1101053,1101063,5027.98
1101053,1101064,8902.16
1101053,1101067,1704.13
1101053,1101068,1183.76
1101053,1101069,604.72
1101053,1101070,1067.44
1101053,1101071,2510.95
1101053,1101072,92155.09
1101053,1101073,7075.38
1101053,1102052,58566.86
1101053,1102054,13877.89
1101053,1102055,46539.84
1101053,1102057,3678.69
1101053,1102058,3576.97
1101053,1102059,4447
1101053,1102060,5804.43
1101053,1102065,462.62
1101053,1102067,1491.08
1101053,1102068,3795.16
1101053,1102069,3067.27
1101053,1102070,1974.3
1101053,1102071,1473.15
1101053,1102072,1571.32
1101053,1102073,936.81
1101053,1103051,2016.96
1101053,1103052,1913.84
1101053,1103053,4023.75
1101053,1103057,2536.4
1101053,1103058,1113.82
1101053,1103059,1089.72
1101053,1103063,5059.86
1101053,1103064,353.91
1101053,1103065,1808.24
1101053,1103066,2752.16
1101053,1103069,3660.37
1101053,1103070,1148.67
1101053,1103071,3193.6
1101053,1103072,3451.76
1101053,1103073,9801.14
1101053,1103074,7550.75
1101053,1104052,860.76
1101053,1104054,1698.72
1101053,1104055,1400.62
1101053,1104056,1443.71
1101053,1104057,2265.09
1101053,1104058,1029.92
1101053,1104059,1493.53
1101053,1104062,1363.72
1101053,1104065,948.17
1101053,1104066,1807.9
1101053,1104067,864.74
1101053,1104068,2061.53
1101053,1104069,360.27
1101053,1104070,1000
1101053,1104071,3102.26
1101053,1104072,2191.61
1101053,1104073,3596.6
1101053,1105053,1434.4
1101053,1105054,941.57
1101053,1105055,554.97
1101053,1105056,920.88
1101053,1105057,645.76
1101053,1105058,1005.18
1101053,1105059,1002.99
1101053,1105060,1090.86
1101053,1105061,1233.38
1101053,1105062,1716.09
1101053,1105063,2318.51
1101053,1105064,948.58
1101053,1105065,846.9
1101053,1105066,1290.69
1101053,1105067,1163.75
1101053,1106071,1164.53
1101053,1106072,1490.07
1101053,1106073,1033.89
1101053,1106080,1722.04
1101053,1106081,4189.56
1101053,1106082,3182.24
1101053,1106083,2867.93
1101053,1106084,776.26
1101053,1106086,1440.19
1101053,1106087,1613.6
1101053,1106088,1492.27
1101053,1106089,1824.68
1101053,1106090,1408.19
1101053,1106091,2327.32
1101053,1107052,658.48
1101053,1107054,512.36
1101053,1107055,279.95
1101053,1107057,1030.25
1101053,1107059,556.17
1101053,1107060,1137.8
1101053,1107061,484.8
1101053,1107062,1065.36
1101053,1107064,1071.93
1101053,1107065,886.91
1101053,1107068,480.07
1101053,1107069,2045.26
1101053,1107070,864.83
1101053,1107071,913.7
1101053,1107072,748.43
1101053,1107073,1183.13
1101053,1108058,1201.82
1101053,1108059,2543.62
1101053,1108060,1690.05
1101053,1108061,2664.44
1101053,1108062,1951.64
1101053,1108063,3120.86
1101053,1108064,2156.52
1101053,1108065,2409.65
1101053,1108066,3186.19
1101053,1108068,1668.31
1101053,1108071,1487.6
1101053,1108072,1576.4
1101053,1108076,1178
1101053,1108077,529.68
1101053,1108078,562.9
1101053,1108081,13245.02
1101053,1108082,4008.57
1101053,1108083,3883.97
1101053,1108084,2496
1101053,1108085,1296.09
1101053,1109060,1312.98
1101053,1109061,995.66
1101053,1109062,785.95
1101053,1109063,928.17
1101053,1109064,1007.52
1101053,1109065,1502.33
1101053,1109069,1613.27
1101053,1109070,1483.39
1101053,1109071,2555.11
1101053,1109072,2190.89
1101053,1109073,2143.56
1101053,1109074,1680.69
1101053,1109075,1916
1101053,1110051,736.97
1101053,1110052,1053.17
1101053,1110053,1266.41
1101053,1110054,1107.27
1101053,1110055,1056.59
1101053,1110056,545.9
1101053,1110057,812.22
1101053,1110059,1280.9
1101053,1110060,1753.33
1101053,1110061,208.43
1101053,1110062,1788.17
1101053,1110063,1044.51
1101053,1110064,831.68
1101053,1110065,508.26
1101053,1111051,1465.84
1101053,1111052,1271.84
1101053,1111053,1431.14
1101053,1111056,1440.31
1101053,1111058,1558.01
1101053,1111059,651.07
1101053,1111060,1364.64
1101053,1111061,904.75
1101053,1111064,747.75
1101053,1111065,1467.77
1101053,1111066,1741.25
1101053,1111069,689.53
1101053,1111072,1233.19
1101053,1111073,869.63
1101053,1111074,535.74
1101053,1111076,621.76
1101053,1111077,1871.86
1101053,1111078,1607.15
1101053,1111079,1475.94
1101053,1112051,9246.87
1101053,1112052,7518.85
1101053,1112055,4014.33
1101053,1112056,2646.64
1101053,1112057,3150.98
1101053,1112058,8455.79
1101053,1112059,4602.25
1101053,1112060,2409.74
1101053,1112065,2691.34
1101053,1112066,1808.49
1101053,1112067,1297.99
1101053,1112068,1137.03
1101053,1112071,11867.76
1101053,1112072,3477.93
1101053,1112073,2364.71
