"source","target","strength"
1101053,1101053,324165.95
1101053,1101054,15816.41
1101053,1101055,29693.95
1101053,1101056,15952.95
1101053,1101057,11849.49
1101053,1101058,28267.22
1101053,1101060,12517.28
1101053,1101061,157074.06
1101053,1101063,5780.07
1101053,1101064,11939.78
1101053,1101067,2449.11
1101053,1101068,2299.61
1101053,1101069,1102.46
1101053,1101070,1339.65
1101053,1101071,2688.47
1101053,1101072,114326.08
1101053,1101073,9973.43
1101053,1102052,64847.88
1101053,1102054,19981.07
1101053,1102055,62960.52
1101053,1102057,5168.34
1101053,1102058,4215.75
1101053,1102059,7354.03
1101053,1102060,7511.95
1101053,1102065,1011.93
1101053,1102067,2452.31
1101053,1102068,4284.66
1101053,1102069,3116.64
1101053,1102070,2554.74
1101053,1102071,2311.75
1101053,1102072,2432.31
1101053,1102073,953.59
1101053,1103051,2561.88
1101053,1103052,3233.99
1101053,1103053,7012.1
1101053,1103057,2494.1
1101053,1103058,1004.8
1101053,1103059,1654.3
1101053,1103063,4883.51
1101053,1103064,487.87
1101053,1103065,3321.34
1101053,1103066,3807.33
1101053,1103069,5035.77
1101053,1103070,1593.02
1101053,1103071,4187.03
1101053,1103072,4120.33
1101053,1103073,15883.22
1101053,1103074,8188.29
1101053,1104052,899.44
1101053,1104054,2252.46
1101053,1104055,1824.7
1101053,1104056,2297.26
1101053,1104057,2939.79
1101053,1104058,1062.71
1101053,1104059,1646.31
1101053,1104062,1585.02
1101053,1104065,1699.33
1101053,1104066,1524.78
1101053,1104067,1230.09
1101053,1104068,2344.48
1101053,1104069,523.24
1101053,1104070,1505.61
1101053,1104071,3514.13
1101053,1104072,2502.42
1101053,1104073,3927.48
1101053,1105053,2115.71
1101053,1105054,812
1101053,1105055,700.5
1101053,1105056,1348.58
1101053,1105057,633.63
1101053,1105058,1264.27
1101053,1105059,1220.49
1101053,1105060,1217.82
1101053,1105061,1527.14
1101053,1105062,2120.07
1101053,1105063,2765.41
1101053,1105064,1027.83
1101053,1105065,1187.27
1101053,1105066,2113.02
1101053,1105067,1262.11
1101053,1106071,1607.77
1101053,1106072,1918.49
1101053,1106073,1455.31
1101053,1106080,1951.72
1101053,1106081,5102.28
1101053,1106082,4189.69
1101053,1106083,3328.42
1101053,1106084,1187.6
1101053,1106086,1336.97
1101053,1106087,2423.4
1101053,1106088,2204.33
1101053,1106089,2561.98
1101053,1106090,1694.81
1101053,1106091,2997.54
1101053,1107052,868.02
1101053,1107054,816.16
1101053,1107055,383.61
1101053,1107057,942.05
1101053,1107059,618.17
1101053,1107060,1916.54
1101053,1107061,419.96
1101053,1107062,1160.48
1101053,1107064,1026.68
1101053,1107065,931.21
1101053,1107068,492.21
1101053,1107069,1725.31
1101053,1107070,864.54
1101053,1107071,1201.75
1101053,1107072,801.08
1101053,1107073,1784.14
1101053,1108058,1719.22
1101053,1108059,2104.73
1101053,1108060,3073.73
1101053,1108061,2543.58
1101053,1108062,2067.71
1101053,1108063,3518.08
1101053,1108064,2145.38
1101053,1108065,3161.6
1101053,1108066,3978.81
1101053,1108068,2308.69
1101053,1108071,2226.48
1101053,1108072,1777.13
1101053,1108076,1494.25
1101053,1108077,1075.14
1101053,1108078,648.82
1101053,1108081,14534.94
1101053,1108082,5409.77
1101053,1108083,5100.7
1101053,1108084,3062.54
1101053,1108085,1773.29
1101053,1109060,1178.99
1101053,1109061,1039.39
1101053,1109062,1006.6
1101053,1109063,1214.58
1101053,1109064,1493.19
1101053,1109065,1590.26
1101053,1109069,1902.41
1101053,1109070,1661.99
1101053,1109071,2756.48
1101053,1109072,3168.71
1101053,1109073,2654.13
1101053,1109074,1645.5
1101053,1109075,2104.58
1101053,1110051,982.73
1101053,1110052,1207.88
1101053,1110053,1121.65
1101053,1110054,1180.59
1101053,1110055,1409.65
1101053,1110056,260.38
1101053,1110057,1388.87
1101053,1110059,1559.85
1101053,1110060,1977.48
1101053,1110061,311.78
1101053,1110062,2318.39
1101053,1110063,1520.36
1101053,1110064,1336.81
1101053,1110065,685.77
1101053,1111051,1935.48
1101053,1111052,1024.32
1101053,1111053,1441.6
1101053,1111056,1753.18
1101053,1111058,1803.67
1101053,1111059,740.27
1101053,1111060,1120.68
1101053,1111061,1176.51
1101053,1111064,892.24
1101053,1111065,1554.19
1101053,1111066,1864.21
1101053,1111069,968.01
1101053,1111072,1642.95
1101053,1111073,1101.92
1101053,1111074,379.42
1101053,1111076,799.39
1101053,1111077,2385
1101053,1111078,1527.36
1101053,1111079,1906.85
1101053,1112051,10300.2
1101053,1112052,7786.07
1101053,1112055,5524.69
1101053,1112056,3078.75
1101053,1112057,3358.29
1101053,1112058,10433.84
1101053,1112059,6424.06
1101053,1112060,2988.33
1101053,1112065,3460.02
1101053,1112066,1433.98
1101053,1112067,1597.04
1101053,1112068,1514.12
1101053,1112071,15326.03
1101053,1112072,4110.6
1101053,1112073,2305.13
1101053,1112074,4517.52
1101053,1113052,19075.89
1101053,1113062,12793.14
1101053,1113064,7806.74
1101053,1113065,6373.19
1101053,1113066,7254.41
1101053,1113068,6634.57
1101053,1113069,1039.01
1101053,1113070,4179.64
1101053,1113071,1888.21
1101053,1113072,4868.05
1101053,1113073,43469.65
1101053,1113074,44518.98
1101053,1113075,19201.29
1101053,1113076,9580.04
1101053,1114059,6478.58
1101053,1114060,5113.58
1101053,1114061,3014.41
1101053,1114063,2862.67
1101053,1114066,15545.15
1101053,1114068,2291.56
1101053,1114069,2574.03
1101053,1114070,1785.4
1101053,1114071,2363.01
1101053,1114072,2874.61
1101053,1114073,5136.29
1101053,1114074,5702.36
1101053,1114075,5100.72
1101053,1114076,4252.5
1101053,1114077,12243.02
1101053,1114078,7000.18
1101053,1115051,4343.22
1101053,1115052,2153.03
1101053,1115053,649.03
1101053,1115054,1587.04
1101053,1115057,460.14
1101053,1115058,471.14
1101053,1115059,409.65
1101053,1115060,225.33
1101053,1115061,415.59
1101053,1115062,267.81
1101053,1115063,974.52
1101053,1115064,780.74
1101053,1115065,1102.15
1101053,1115066,2395.91
1101053,1115069,1654.46
1101053,1115070,1692.12
1101053,1115071,2717.53
