"source","target","strength"
1101053,1101053,2847382.54
1101053,1101054,148966.61
1101053,1101055,288087.21
1101053,1101056,123628.38
1101053,1101057,92365.31
1101053,1101058,251500.23
1101053,1101060,101291.41
1101053,1101061,1381407.27
1101053,1101063,50001.34
1101053,1101064,89259.41
1101053,1101067,13280.27
1101053,1101068,16091.94
1101053,1101069,5588.55
1101053,1101070,12208.24
1101053,1101071,22353.06
1101053,1101072,838005.200000001
1101053,1101073,73886.14
1101053,1102052,566629.88
1101053,1102054,162235.14
1101053,1102055,495562
1101053,1102057,40002.82
1101053,1102058,23072.57
1101053,1102059,51953.35
1101053,1102060,63132.56
1101053,1102065,8085.64
1101053,1102067,17405.3
1101053,1102068,39534.05
1101053,1102069,33016.3
1101053,1102070,21553.11
1101053,1102071,23106.41
1101053,1102072,14236.68
1101053,1102073,12967.11
1101053,1103051,22493.83
1101053,1103052,21971.35
1101053,1103053,44433.38
1101053,1103057,26005.59
1101053,1103058,11800.28
1101053,1103059,13640.83
1101053,1103063,56363.07
1101053,1103064,4771.53
1101053,1103065,21477.1
1101053,1103066,32191.46
1101053,1103069,39119.46
1101053,1103070,12387.33
1101053,1103071,40725.8
1101053,1103072,36842.51
1101053,1103073,100674
1101053,1103074,80324.92
1101053,1104052,10509.55
1101053,1104054,20403.51
1101053,1104055,13951.66
1101053,1104056,23352.61
1101053,1104057,24697.45
1101053,1104058,10954.97
1101053,1104059,14016.9
1101053,1104062,14656.97
1101053,1104065,11015.36
1101053,1104066,17162.82
1101053,1104067,9903.39
1101053,1104068,20365.07
1101053,1104069,3855.95
1101053,1104070,10683.07
1101053,1104071,30810.21
1101053,1104072,25623.2
1101053,1104073,37251.84
1101053,1105053,15893.62
1101053,1105054,8747.43000000001
1101053,1105055,7646.41
1101053,1105056,10340
1101053,1105057,7116.03
1101053,1105058,11790.58
1101053,1105059,12761.91
1101053,1105060,13585.19
1101053,1105061,15721.44
1101053,1105062,14975.04
1101053,1105063,27035.69
1101053,1105064,11489.99
1101053,1105065,11210.53
1101053,1105066,16518.19
1101053,1105067,10468.39
1101053,1106071,13416.77
1101053,1106072,13922.81
1101053,1106073,9549.71
1101053,1106080,19541.88
1101053,1106081,46598.13
1101053,1106082,33445.6
1101053,1106083,31892.49
1101053,1106084,8257.53000000001
1101053,1106086,15662.68
1101053,1106087,21078.56
1101053,1106088,16262.2
1101053,1106089,16829.21
1101053,1106090,11950.67
1101053,1106091,25457.53
1101053,1107052,9427.32000000001
1101053,1107054,7557.6
1101053,1107055,3580.51
1101053,1107057,11859.79
1101053,1107059,11029.03
1101053,1107060,13076.24
1101053,1107061,6558.81
1101053,1107062,14257.28
1101053,1107064,12905.26
1101053,1107065,8480.33
1101053,1107068,6230.62
1101053,1107069,19502.35
1101053,1107070,5705.79
1101053,1107071,9463.92
1101053,1107072,5964.05
1101053,1107073,12681.54
1101053,1108058,13229.21
1101053,1108059,24623.59
1101053,1108060,27043.04
1101053,1108061,27065.93
1101053,1108062,18809.11
1101053,1108063,35209.67
1101053,1108064,26562.93
1101053,1108065,30160.83
1101053,1108066,37934.59
1101053,1108068,15572.17
1101053,1108071,16774.26
1101053,1108072,18989.3
1101053,1108076,13447.16
1101053,1108077,6676.2
1101053,1108078,7250.84
1101053,1108081,144552.65
1101053,1108082,42972.7
1101053,1108083,46071.24
1101053,1108084,30492.22
1101053,1108085,20102.04
1101053,1109060,19203.42
1101053,1109061,9464.32
1101053,1109062,7637
1101053,1109063,11796.59
1101053,1109064,12239.22
1101053,1109065,17342.87
1101053,1109069,17630.19
1101053,1109070,17236.49
1101053,1109071,31849.98
1101053,1109072,23290.12
1101053,1109073,28503.64
1101053,1109074,18832.31
1101053,1109075,20595.7
1101053,1110051,12478.01
